,Unnamed: 0,Usuario,Tweet
614,614,Maritarondot1,RT @Budijoly: @Andrearossi62A @rival_alicia @tonacuerva @pichisaravia @jdato1960 @dariomaceiras1 @valencianob @murielricotera @varverimarce…
615,615,prensadigitalsj,El kirchnerismo prepara una marcha contra la Justicia si Cristina es condenada https://t.co/F7iHCbXcjj
616,616,GrupoMatanza,"RT @ReasonToLive666: ""Mauricio Macri mandó armas para matar a mi pueblo y cuando estaba Cristina ella me mandó pan para mi pueblo esa es…"
617,617,armandoparede11,Pregunto: El estado de movilización del PJ de Mendoza  es para pedirle al Presidente por Portezuelo?. O es por los… https://t.co/AaY1Sgp1c1
618,618,Tiberio33971008,RT @mavica81: Macri le respondió a Cristina Kirchner: “Está tan confundida que ahora cree que López fue funcionario mío”
619,619,Clorobles2,RT @somosradioam530: 🗣️ Adrián Grana: “Cristina es la única esperanza que tiene nuestro pueblo” https://t.co/ZY6Sn4fomL
620,620,_danyJkings,RT @ElenaAlfonso18: Larreta valló las inmediaciones de la casa de Cristina? Es así?Qué miedo nos tienen! 
621,621,Romivaldei,"RT @davidvincent97: Cartas de lectores:""Señor Larreta no pago una fortuna de ABL para que la calle sea un chiquero  no se pueda transita…"
622,622,11dignos,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
623,623,jlnieto_,RT @VozMediaUSA: Ted Cruz pide que se prohíba a Cristina Fernández de Kirchner la entrada en EEUU.📌 | El senador pide sancionar a la vice…
624,624,ebertgargiulo,@AlfTuitea Algunos hacen ñoquis también y de seguro q te hace feliz Cristina y Fernández día grandes hacedores
625,625,garin_mdv,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
626,626,laosorio79,RT @gimenafuertes: Se fue la Infantería de la ciudad de la casa de Cristina.
627,627,patriciacalano1,RT @andahazi: El Banco Finansud que mencionó Cristina Kirchner para involucrar a Macri resultó ser de Cristobal López. Se quiso despegar…
628,628,coito_cristina,RT @MariaSo92340189: @JanjaLula @Anitta Como procurei esse vídeo não achava a Globo tirou do ar mas alguém gravou e soltou nas mídias.O…
629,629,c1469ec78a9340b,@pabloduggan Ese es el que ayer era más liberal que Milei y antiK y ahora es un pollito mojado buscando refugio deb… https://t.co/I412bbt1Wt
630,630,NicoSnakeP,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
631,631,Marcelo23234069,RT @drjorgerachid: DEFENDERA CRISTINA ES DEFENDER LA PATRIADEFENDER LA SOBERANÍA NACIONALDEFENDER LA DEMOCRACIADEFENDERNOS DEL GOLPE…
632,632,kme_los,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
633,633,Dreamtiti95A,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
634,634,KarinaPerusco,RT @gimenafuertes: Se fue la Infantería de la ciudad de la casa de Cristina.
635,635,karlof11,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
636,636,auroratuit73,RT @DanielSabsay1: Pinocho es criticado a  en todo el planeta. Se pide que lo remuevan. Parece que les cuesta armar la marcha de apoyo a la…
637,637,BalbosMariela,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Cristina la mejor del programa 😍 https://t.co/nZR9iPuWDC
638,638,31ab2e9827cc49f,RT @piarsan_: Cristina con su sonrisa radiante y guapísima en plató Mi periodista fav 🤍✨️#YaEsVerano27A #CrisPorta27AG https://t.co/78OL…
639,639,lulivala,RT @1amal_vi: Quieren generar un escenario de violencia pero el pueblo no es violento. Quieren que no podamos llegar a Cristina que no po…
640,640,crysquijano2015,RT @74carlosnob: Concentración en todo el país en apoyo a Cristina y contra la Dictadura Judicial: Chubut Corrientes Jujuy STA Fe Rosar…
641,641,julhappens,Los macristas y liberales viendo cómo se colapsa el país por el apoyo a Cristina: https://t.co/h4VqaNcxBO
642,642,sueanned01,RT @ColwillStephen: Let's get real and honest Cristina thinks that this Government made a mess of things right through the Pandemic and she…
643,643,MonoPiensa,RT @MonoPiensa: @horaciorlarreta Rodeaste la casa de Cristina!  Como les gusta reprimir!  Sos la dictadura!  De Favaloro no nos olvidamos! 
644,644,paco36730015,RT @AndreyGMaya: 🔴Momento en que detienen al hijo de la regidora Panista de #Celaya María Cristina Villalobos Hermosillo‼️Raúl Perez “N”…
645,645,GlaYorg,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
646,646,mechacorta2015,"RT @clonazepunkk: Dijo Néstor ""cuiden a Cristina"" y fue entre un presagio y un pedido de promesa inclaudicable.Verlo hoy hecho realidad es…"
647,647,turntoMADRE_,RT @Sandra956090: La elegancia  la profesionalidad y la belleza hoy en #YaEsVerano27A 🍦de la mano de Cristina Porta 🤍#CrisPorta27AG https:…
648,648,Jesus81193721,RT @Guadi_Pelosista: Le sacaron a Salud $51 millones y a la producción más de $70 millones. Destruyen al país solamente para salvar a Crist…
649,649,lourdes_lo2,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
650,650,joseluisito1959,#DeLasPlazasAJuncalLarreta desplegó las vallas y el odio hacia Cristina https://t.co/VpoDdBxYen
651,651,MascotaKing,RT @jotaalonso: El ataque contra Cristina es parte de un dispositivo narrativo de la extrema derecha internacional. No es casualidad que sa…
652,652,Lopezotazo,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
653,653,claudiacarusso2,RT @etupito: Si la tocan a Cristinaque choripaneada se va a armar👀👍.#ALaCallePorCristina
654,654,CeciSolhe,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
655,655,patriciacalano1,RT @andahazi: La agencia oficial Télam confirmó que Finansud el banco del que según Cristina salió parte del dinero de los bolsos de López…
656,656,Verito02495256,Presidenta cristina presidenta cristina presidenta...#ALaCallePorCristina#TodosConCristina ❤️#SacaLasVallasLarreta botón! ! 
657,657,elnorteweb,LAS MOVILIZACIONES EN APOYO A CRISTINA LLEGAN A EUROPA DE LA MANO DE ARGENTINOS PARA LA VICTORIAhttps://t.co/qukTXF43gg
658,658,MonoPiensa,@horaciorlarreta Rodeaste la casa de Cristina!  Como les gusta reprimir!  Sos la dictadura!  De Favaloro no nos olvidamos! 
659,659,glosoy1,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
660,660,montonerdo,RT @productortano: Hay 35 carros de asalto en la puerta de la casa de Cristina @horaciorlarreta  #DeLasPlazasAJuncal
661,661,raulver67849132,RT @javieroandrade: Mi madre me recuerda siempre cuando conoció a Evita una y mil veces como si fuera ayer. Yo voy a poder contar que cono…
662,662,FabianLaveglia,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
663,663,Bull35352069,Un recuerdo .Macri prometió:No quitaré ningún beneficio ! En Gobierno de Cristina el PAMI me informaba mi farma… https://t.co/77kq9E2IkQ
664,664,ana_scognamillo,RT @alicfka: Che esto es cierto?Es joda supongo o que?  😯🤣🤣🤣🤣Cristina Recoleta 👇 https://t.co/XDU3Gh16fn
665,665,gmarchi2002,RT @olimEi: Periodista: -Uds. apoyan a Cristina?Militante: -Obvio Papá! Aguante la Cris! P: - Y hasta donde llega vuestro sacrificio?M: -…
666,666,Marilu18613493,RT @Gustavo46027887: rt.https://t.co/9dwE5ZZ1HG
667,667,MARILUMARILU1,RT @claudiosavoia: “Los dichos del presidente perturban la tarea de los fiscales: cargó a Luciani con la eventual suerte que tuvo Nisman. ¿…
668,668,Legase7,RT @atlanticsurff: Mi cielo el Kirchnerismo usan una foto de un fotógrafo Irakí para hacerte creer que es un camarógrafo de C5N llorando sa…
669,669,IsabelPasilla,RT @MariettoPonce: López Obrador firmó el respaldo a Cristina Fernández de Kirchner sin conocer las acusaciones en su contra.Los corrupto…
670,670,alecitoPRO,"RT @therealbuni: ""Yo marcho porque cristina a mi y a muchos de mi barrio nos jubilo""No 8 años tiene la pendeja kjj https://t.co/PMnNV3h5Ro"
671,671,BlancaRebori,RT @PERIODlSTAPERON: Así amaneció hoy la zona de Juncal y Uruguay. Así piensa frenar Larreta las muestras de apoyo a Cristina. 70 años de a…
672,672,Alexander_IK,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
673,673,martalanza77,RT @claudiosavoia: “Los dichos del presidente perturban la tarea de los fiscales: cargó a Luciani con la eventual suerte que tuvo Nisman. ¿…
674,674,Miriam_lujan18,@martiiin76 @larroqueandres @horaciorlarreta En la casa de Cristina una vez más el odio y la violencia de @horaciorlarreta
675,675,Anaemirodriguez,RT @gimenafuertes: Se fue la Infantería de la ciudad de la casa de Cristina.
676,676,rdrrkh,"RT @claudiosavoia: ""Que Cristina mande a leer la Constitución es como si un preso te mande a leer el Código Penal"" dice #ahora el abogado…"
677,677,FabianV16751827,RT @SergioChouza: Cuántos personajes fascistas tiene el macrismo…Son puro prejuicio y mensajes de odio. Son esto 👇https://t.co/OjtOsJuQ…
678,678,vozdelpueblojus,RT @radiomitre: “¿Qué te pasa Larreta estás nervioso?” el picante mensaje de Andrés “Cuervo” Larroque por el vallado en la casa de Cristi…
679,679,LidiaRoque17,RT @Adelen31: @CasaRosada No recuerdo que los peronistas hayan hecho ni dicho semejantes barbaridades estando en el gobierno cuando conden…
680,680,palpitinhoruim,RT @rocha_lcr: O Moro da Argentina é tão burro quanto o daqui.Acha que pode prender Cristina.Não aprendeu nada com o abestado que achou q…
681,681,ChinaBWB,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
682,682,Alberto27426282,@indignadoxd Que Cristina pague las jubilaciones REGALADAS SIN APORTES ............ PERO NO CON EL DINERO DEL ESTAD… https://t.co/dajJE1ZFyo
683,683,AlbiAney,RT @BonelliOK: #Encuesta 📢¿Por qué creés que la justicia⚖️🏛puede condenar a Cristina Kirchner por corrupción?🤔
684,684,IAK_338,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
685,685,Cristina_N_R,@boticavieja Se nota que la ha tenido envidia toda la vida! ! ! ! 
686,686,patrono85713927,RT @DanielRemedi: Luego de 3 dias días de restricción parcial aplicada por el pajarito entro y veo que larreta a vallado la casa de #Crist…
687,687,chavnnel,RT @dardogasparre: cristina se parece cada vez más al Pingüino... pero al de Batman.
688,688,darsecuenta1,RT @LaEntrerriana10: Atención vecinos de Recoleta mañana la gente que está apoyando a Cristina realizará una feria quien sabe por cuánt…
689,689,GabrielHuanuco,RT @TV_Publica: Continúan las manifestaciones en respaldo a la vicepresidenta Cristina Fernández de Kirchner. En su casa de Recoleta milit…
690,690,EliasElNecio,Eso son. No vienen por Cristina. Vienen a empobrecerte hasta que seas esclavo.#MacriYBulrrichTeQuierenPobreYServil https://t.co/2d7sY1Tag5
691,691,adoradaromi,"RT @Ojo_Kritico: 🚨Fernando Iglesias: ""No me digan más que el peronismo es distinto al kirchnerismo porque todos bancan a la corrupta de Cri…"
692,692,javimarki,RT @ArielAnibal13: Claramente el peladova a infiltrar la manifestación para echarle el bardo al Kirchnerismo y a Cristina#SacaLasVallasLa…
693,693,Cris32303973,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
694,694,lilianacaste2,RT @GuimonacoOk: Larreta: Las declaraciones de Cristina incitan a la violenciaAlso Larreta: Manda decenas de policías de la Guardia de In…
695,695,Jashap2,RT @LaCampora_CABA: Vallas donde vayas... Esta es la Policía de Larreta.A Cristina la defiende el pueblo.#TodosConCristina https://t.co/…
696,696,Chichiita1,RT @ElCara333: Abro hilo por si me cierra la cuenta twitter o me difama Alberto Mayra Cristina o Máximo . Fui con familiares a hacer la d…
697,697,ABorches,RT @XxiJusticia: Defender a Cristina Fernández es defender la corrupción no es defender a la democracia @FerRaverta
698,698,rikirran74,RT @RICARDOJN14: Bayly critica que #LordMontajes ANLO defiende la corrupción de su hermano Pío López Obrador y de la Argentina Cristina Fer…
699,699,crisis_hidrica,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
700,700,deliadelpilar,RT @BlancaDios1: Hay que avisarle a Cristina que el banco Finansur que ella dice que era de amigos de Macri es mentira era de Cristobal Lop…
701,701,18mayoevaperon,RT @drjorgerachid: LAS VALLAS DE LARRETA LO HACEN BERRETAEL GERENTE INMOBILIARIO DE CIUDADDICE QUE ES PARA CUIDAR A CRISTINAA CRISTIN…
702,702,marishma78,RT @di__tir: Bueno. Nos vemos en la casa de Cristina parece
703,703,piccolaVox2,RT @baltho_1: Rt🔄Si estas con Vox Pablo Iglesias visita a Cristina Kirchner  son dos amigos y licenciados en destrozar la riqueza de un…
704,704,SathiaGG,@Cristina_Dots Oww!  Ánimo bebé en la noche unos drinks
705,705,Maritarondot1,RT @spnnacional6: Una multitud también Córdoba sale a la calle para apoyar a Cristina dale RETUIT #TodosConElla #TodosConCristina https://t…
706,706,roberto34122849,RT @SergioOmarLobos: INSÓLITO Cristina no quiere que difundan una foto donde se encuentra junto a sus funcionarios preferidos Julio De Vido…
707,707,jorgl86,RT @Yo_Nak: Yo creo que habría que suspender todos los actos de hoy y juntarnos frente a las vallas en lo de Cristina.
708,708,Zamircarp1986,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
709,709,AloFormosa,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
710,710,MaxiJavier17,RT @SergioChouza: Cuántos personajes fascistas tiene el macrismo…Son puro prejuicio y mensajes de odio. Son esto 👇https://t.co/OjtOsJuQ…
711,711,MAJU766,RT @CARCA_2014: @alferdez tienen sitiada a la Vice Presidente del Pais date cuenta INUTILSaca las vallas de la puerta de la casa de Crist…
712,712,turntoMADRE_,RT @eumaajho22: Esperando por Cristina Porta #CrisPorta27AG #YaEsVerano27A https://t.co/pKKNWRUKM8
713,713,cristina_whoo,RT @aXoZerr: https://t.co/7iFhqrcxIL
714,714,Paglietini,Y si todo bien pero la revolución tiene sus límites si la tocan a Cristina que quilombo se va a armar pero si se… https://t.co/IKJB1GDr8o
715,715,impepinable_,@horaciorlarreta nos vas a mandar infiltradosnos vas a reprimirnos vas a meter presos pero aún así no nos vas a f… https://t.co/bZwViKUSKv
716,716,agusferreyra_ok,RT @agusferreyra_ok: La policía de la ciudad espera la orden de Rodriguez Larreta para reprimir a los militantes que están en Recoleta apoy…
717,717,cobo_damian,RT @PERIODlSTAPERON: Así amaneció hoy la zona de Juncal y Uruguay. Así piensa frenar Larreta las muestras de apoyo a Cristina. 70 años de a…
718,718,MIKILO3DArt,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
719,719,vicky5219,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
